Kentish Town West,51.54654799,-0.1467419908,2,NW5 3LD
Kenton,51.58149632,-0.3152024366,4,HA3 0XS
Kew Bridge,51.49000465,-0.2888320936,3,TW8 0EF
Kew Gardens,51.47678917,-0.2853666145,3,TW9 3PZ
Kidbrooke,51.46269018,0.02831463182,3,SE3 9NF
Kilburn,51.54694446,-0.2046183,2,NW6 7QL
Kilburn High Road,51.53726776,-0.1910986896,2,NW6 7QL
Kilburn Park,51.53513556,-0.1939516417,2,NW6 5AD
King George V,51.5020086,0.06222061893,3,E16 2JF
King Henry's Drive,51.3453641,-0.02025040153,5,CR0 0LH
King's Cross,51.53079821,-0.1227420073,1,N1 9AL
Kings Cross St. Pancras,51.53031248,-0.1238577156,1,NW1 2BA
Kingsbury,51.58487655,-0.2785871772,4,NW9 9EG
Kingston,51.4126418,-0.3011266634,6,KT1 1UJ
Kingswood,51.29472316,-0.2112188861,6,KT20 6EN
Knightsbridge,51.50135492,-0.1606500813,1,SW3 1ED
Knockholt,51.34575192,0.1308453948,6,TN14 7HR
Ladbroke Grove,51.5172107,-0.2101837627,2,W10 6HJ
Ladywell,51.45619214,-0.0192300105,3,SE13 7XB
Lambeth North,51.49912996,-0.111753857,1,SE1 7XG
Lancaster Gate,51.51189096,-0.1754155205,1,W2 4QH
Langdon Park,51.51888394,-0.01519938857,2,E14 6NW
Latimer Road,51.51395812,-0.2174452573,2,W10 6SZ
Lebanon Road,51.37519901,-0.08495928394,5,CR0 6SF
Lee,51.44945852,0.0133790809,3,SE12 9JG
Leicester Square,51.5112912,-0.1282277396,1,WC2H 0AP
Lewisham,51.46488071,-0.01241830753,3,SE13 7RY
Leyton,51.55813227,-0.006450908801,3,E10 5PS
Leyton Midland Road,51.56936424,-0.0080519211,3,E10 6JT
Leytonstone,51.56852229,0.009154878018,3,E11 1HE
Leytonstone High Road,51.56380734,0.008268893407,3,E11 4RE
Limehouse,51.51231217,-0.03936566944,2,E14 7JD
Liverpool Street,51.51759827,-0.08223521231,1,EC2M 7PR
Lloyd Park,51.36427554,-0.08073191125,5,CR0 5RA
London Bridge,51.50467436,-0.08599119228,1,SE1 2SW
London City Airport,51.50368966,0.04788712103,3,E16 2DS
London Fields,51.54071885,-0.05768526914,2,E8 3PH
Loughborough Junction,51.46667891,-0.1024829476,2,SW9 8SA
Loughton,51.64157047,0.05529352832,6,IG10 4PD
Lower Sydenham,51.42484685,-0.03331596074,4,SE26 5AU
Maida Vale,51.52999508,-0.1854182331,2,W9 1JS
Malden Manor,51.38460957,-0.2611060483,4,KT3 5PN
Manor House,51.57074715,-0.09567054951,2,N4 1BZ
Manor Park,51.55285434,0.04573829117,4,E12 5EP
Mansion House,51.51209176,-0.09418324953,1,EC4N 6JD
Marble Arch,51.51396551,-0.1585568075,1,W1C 2JS
Maryland,51.54566827,0.005696073023,3,E15 1SA
Marylebone,51.52239669,-0.1634781524,1,NW1 6JJ
Maze Hill,51.48301366,0.0032192959,3,SE10 9XG
Merton Park,51.41339163,-0.201327654,5,SW19 3HA
Mile End,51.52531097,-0.03265167192,2,E3 4DH
Mill Hill Broadway,51.61287116,-0.2495226285,4,NW7 2JU
Mill Hill East,51.60831667,-0.2098812743,4,NW7 1BS
Mitcham,51.39748863,-0.170857275,6,CR4 4BD
Mitcham Eastfields,51.40838393,-0.1539873432,3,CR4 2ND
Mitcham Junction,51.39304259,-0.1574222729,4,CR4 4HN
Monument,51.51063043,-0.08617390592,1,EC4R 9AA
Moor Park,51.62993072,-0.4328985823,6,HA6 2JQ
Moorgate,51.51843715,-0.08900327765,1,EC2M 6TX
Morden,51.40218598,-0.1948376081,4,SM4 5AZ
Morden Road,51.40887191,-0.1927913015,5,SW19 3BX
Morden South,51.39630772,-0.2002871903,4,SM4 5AN
Mornington Crescent,51.53436223,-0.1387299346,2,NW1 2JA
Mortlake,51.46816797,-0.2671889197,3,SW14 8LN
Motspur Park,51.39531966,-0.2394253745,4,KT3 6JJ
Mottingham,51.43982497,0.05033858767,4,SE9 4EN
Mudchute,51.49123619,-0.01494554322,2,E14 9UW
Neasden,51.55462775,-0.2501006238,3,NW10 1PH
New Addington,51.34259051,-0.01736897203,5,CR0 0DE
New Barnet,51.64853679,-0.1729552626,5,EN5 1QT
New Beckenham,51.41670555,-0.03529057107,4,BR3 1QW
New Cross,51.47642942,-0.03226441449,2,SE14 6LD
New Cross Gate,51.47526493,-0.0395146553,2,SE14 6AR
New Eltham,51.43769065,0.07045900321,4,SE9 2AB
New Malden,51.40355594,-0.2562037322,4,KT3 4PX
New Southgate,51.61409368,-0.1429953356,4,N11 1QH
Newbury Park,51.57563834,0.09031758601,4,IG2 7RN
Norbiton,51.41190939,-0.2841855713,5,KT2 7AZ
Norbury,51.41118852,-0.1227850254,3,SW16 3RW
North Acton,51.52343246,-0.2597151162,3,W3 6UP
North Dulwich,51.45448182,-0.08790429062,3,SE21 7BX
North Ealing,51.51762232,-0.2889791428,3,W5 3AF
North Greenwich,51.50025515,0.003600663637,3,SE10 0PH
North Harrow,51.58463134,-0.3626185624,5,HA2 7SR
North Sheen,51.46541965,-0.2863830734,3,TW9 4QA
North Wembley,51.56239633,-0.3039337954,4,HA0 3NT
Northfields,51.50049171,-0.3150504144,3,W13 9QU
Northolt,51.54821295,-0.3684261762,5,UB5 4AA
Northolt Park,51.55761909,-0.359419774,5,UB5 4XE
Northwick Park,51.57850873,-0.3181849629,4,HA3 0AT
Northwood,51.61121366,-0.4238233475,6,HA6 2XL
Northwood Hills,51.6008027,-0.4092969219,6,HA6 1NZ
Norwood Junction,51.39695433,-0.07519548448,4,SE25 5AG
Notting Hill Gate,51.50937536,-0.1959072111,1,W11 3HT
Nunhead,51.46657999,-0.05366534874,2,SE15 3XE
Oakleigh Park,51.63767638,-0.1661805187,4,EN5 1BU
Oakwood,51.64763798,-0.1318390887,5,N14 4UT
Ockendon,51.52198961,0.2904978862,7,RM15 6PD
Old Street,51.52558148,-0.08760854534,1,EC1V 9NR
Orpington,51.37352004,0.08904326617,6,BR6 0SX
Osterley,51.48121685,-0.3520816978,4,TW7 4PU
Oval,51.48141261,-0.1133066773,2,SE11 4PP
Oxford Circus,51.51522342,-0.1408217621,1,W1C 2JS
Paddington,51.51539381,-0.1757223428,1,W2 1RH
Palmers Green,51.61878676,-0.1102580581,4,N13 4PN
Park Royal,51.52683405,-0.284914505,3,W5 3EL
Parsons Green,51.47496018,-0.2011100959,2,SW6 4HU
Peckham Rye,51.46951137,-0.06996915836,2,SE15 5DQ
Penge East,51.41997536,-0.05448088554,4,SE20 7BQ
Penge West,51.41806294,-0.06063138588,4,SE20 8NU
Perivale,51.53634186,-0.3230560063,4,UB6 7NP
Petts Wood,51.38859898,0.07449439919,5,BR5 1LZ
Phipps Bridge,51.40337675,-0.1822824149,5,CR4 3QN
